1-H07,Linezolid,337.4,N,synthetic,antibiotic,
1-H09,Olopatadine,337.4,N,synthetic,anti-histamine,
1-H11,Olmesartan,446.5,N,synthetic,anti-hypertensive / cardiac,
2-A02,Nisoldipine,388.4,N,synthetic,anti-hypertensive / cardiac,
2-A03,Olanzapine,312.4,N,synthetic,antipsychotic,
2-A04,Lovastatin,404.5,N,natural,cholesterol-lowering agent,
2-A05,Lamotrigine,256.1,N,synthetic,antiepileptic,
2-A07,Sildenafil Citrate,666.7,N,synthetic,erectile dysfunction,
2-A08,Atovaquone,366.8,N,synthetic,anti-malarial (anti-protozoal),
2-A11,Aripiprazole,448.4,N,synthetic,antipsychotic,
2-B02,Candesartan,440.5,N,synthetic,anti-hypertensive / cardiac,
2-B05,Escitalopram ,324.4,N,synthetic,antidepressant,
2-B06,Eprosartan Mesylate,520.6,N,synthetic,anti-hypertensive / cardiac,
2-B09,Guanfacine·HCl,282.6,N,synthetic,anti-hypertensive / cardiac,
2-B10,Tizanidine·HCl,290.2,N,synthetic,muscle relaxant,
2-B11,Carvedilol,406.5,N,synthetic,anti-hypertensive / cardiac,
2-C03,Gefitinib,446.9,N,synthetic,anticancer,
2-C04,Imatinib Mesylate,589.7,N,synthetic,anticancer,
2-C06,Montelukast·Na,608.2,N,synthetic,Asthma,
2-C09,Metformin·HCl,165.6,N,synthetic,anti-diabetic,
2-C10,Anagrelide,256.1,N,synthetic,anti-platelet,
2-C11,Dofetilide,441.6,N,synthetic,anti-arrythmic / cardiac,
2-D02,Erlotinib,393.4,N,synthetic,anticancer,
2-D03,Tacrine·HCl,234.7,N,synthetic,anti-Alzheimer's,
2-D04,Galantamine·HBr,368.3,N,natural,anti-Alzheimer's,
2-D05,Amiloride·HCl·2H2O,302.1,N,synthetic,Diuretic,
2-D06,Amlodipine,408.9,N,synthetic,anti-hypertensive / cardiac,
2-D10,Verapamil·HCl,491.1,N,synthetic,anti-hypertensive / cardiac,
2-D11,Gabapentin,171.2,N,derivative,anti-epileptic,
2-E02,Felodipine,384.3,N,synthetic,anti-hypertensive / cardiac,
2-E03,Phenoxybenzamine·HCl,340.3,N,synthetic,anti-hypertensive / cardiac,
2-E04,Trifluoperazine· HCl,480.4,N,synthetic,antipsychotic,
2-E06,Alfuzosin,389.5,N,synthetic,Muscle relaxant,
2-E07,Bromocriptine Mesylate,750.7,N,derivative,anti-parkinson's,
2-E08,Clozapine,326.8,N,synthetic,antipsychotic,
2-E09,Acitretin,326.4,N,derivative,psoriasis,
2-E10,Calcitriol,416.6,N,derivative,Hypocalcemia,
2-E11,Ketoconazole,531.4,N,synthetic,antifungal,
2-F02,Cromolyn·Na (Disodium Cromoglycate),512.3,N,synthetic,Asthma,
2-F05,Dipyridamole,504.6,N,synthetic,anti-platelet,
2-F07,Indomethacin,357.8,N,synthetic,NSAID,
2-F08,Naproxen,230.3,N,synthetic,NSAID,
2-F09,Ibuprofen,206.3,N,synthetic,NSAID,
2-F10,Bumetanide,364.4,N,synthetic,Diuretic,
2-G04,Tranylcypromine Hemisulfate,364.5,N,derivative,antidepressant,
2-G05,Piroxicam,331.3,N,synthetic,NSAID,
2-G06,Moxifloxacin·HCl,437.9,N,synthetic,antibiotic,
2-G07,Carbidopa,226.2,N,derivative,anti-parkinson's,
2-G08,Ketoprofen,254.3,N,synthetic,NSAID,
2-G09,Meloxicam,351.4,N,synthetic,NSAID,
2-G10,Terbinafine·HCl,327.9,N,synthetic,antifungal,
2-H02,Simvastatin,418.6,N,derivative,cholesterol-lowering agent,
2-H04,Raloxifene·HCl,510.1,N,synthetic,anti-estrogen,
2-H06,Etoposide,588.6,N,derivative,anticancer,
2-H08,Delavirdine Mesylate,552.7,N,synthetic,antiviral,
2-H11,Cetirizine HCl,461.8,N,synthetic,anti-histamine,
3-A02,Lapatinib Ditosylate,925.5,N,synthetic,anticancer,
3-A03,Pioglitazone·HCl,392.9,N,synthetic,anti-diabetic,
3-A04,Rivastigmine Tartrate,400.4,N,synthetic,Dementia,
3-A05,Ergotamine Tartrate,1313.4,N,natural,anti-migraine,
3-A09,Zafirlukast,575.7,N,synthetic,Asthma,
3-A10,Zileuton,236.3,N,synthetic,Asthma,
3-B02,Diazoxide,230.7,N,synthetic,Peripheral vasodilator,
3-B03,Glyburide,494,N,synthetic,anti-diabetic,
3-B05,Tolazamide,311.4,N,synthetic,anti-diabetic,
3-B06,Bexarotene,348.5,N,synthetic,anticancer,
3-B10,Letrozole,285.3,N,synthetic,anti-estrogen,
3-B11,Anastrozole,293.4,N,synthetic,anti-estrogen,
3-C02,Bicalutamide,430.4,N,synthetic,anti-androgen,
3-C03,Clindamycin Palmitate·HCl,699.9,N,derivative,antibiotic,
3-C07,Enalaprilat Maleate,492.5,N,synthetic,anti-hypertensive / cardiac,
3-C08,Fluvastatin·Na,433.5,N,derivative,cholesterol-lowering agent,
3-C09,Fosinopril·Na,585.6,N,synthetic,anti-hypertensive / cardiac,
3-C11,Granisetron·HCl,348.9,N,synthetic,antiemetic,
3-D03,Atazanavir,704.9,N,synthetic,antiviral,
3-D06,Cabergoline,451.6,N,derivative,hyperprolactinemia,
3-E02,Oseltamivir Phosphate,410.4,N,synthetic,antiviral,
3-E04,Pramipexole Dihydrochloride Monohydrate,302.3,N,synthetic,anti-parkinson's,
3-E08,Vinorelbine ,778.9,N,derivative,anticancer,
3-E11,Aspirin (Acetylsalicylic Acid),180.2,N,natural,NSAID,
3-F02,Acyclovir (Acycloguanosine) Zovirax,225.2,N,derivative,antiviral,
3-F05,Altretamine,210.3,N,synthetic,anticancer,
3-F07,Albendazole,265.3,N,synthetic,antihelminthic,
3-F08,Sumatriptan Succinate,413.5,N,derivative,anti-migraine,
3-F10,4-Aminosalicylic Acid,153.1,N,derivative,antibiotic,
3-G06,Azithromycin,749,N,derivative,antibiotic,
3-G10,Buspirone·HCl,422,N,synthetic,anti-anxiety,
3-H02,Carbamazepine,236.3,N,synthetic,anti-epileptic,
3-H07,Chlorpheniramine Maleate,390.9,N,synthetic,anti-histamine,
3-H08,Chloroquine Diphosphate,515.9,N,synthetic,antimalarial,
3-H09,Thalidomide,258.2,N,synthetic,immunomodulatory,
3-H10,Ciprofloxacin,331.3,N,synthetic,antibiotic,
3-H11,Citalopram·HBr,405.3,N,synthetic,antidepressant,
4-A02,Clarithromycin,748,N,derivative,antibiotic,
4-A03,Clomiphene Citrate,598.1,N,synthetic,infertility,
4-A04,Clopidogrel Hydrogen Sulfate ,419.9,N,synthetic,anti-platelet,
4-A08,Cyclophosphamide monohydrate,279.1,N,synthetic,anticancer,
4-B02,Desloratadine,310.8,N,synthetic,anti-histamine,
4-B03,Dextromethorphan,271.4,N,derivative,anti-tussive,
4-B04,Diclofenac·Na Salt,318.1,N,synthetic,NSAID,
4-B06,Diflunisal,250.2,N,synthetic,NSAID,
4-B08,Doxazosin Mesylate,547.6,N,synthetic,anti-hypertensive / cardiac,
4-B09,Doxycycline Monohydrate,462.4,N,derivative,antibiotic,
4-B10,Enalapril,376.4,N,synthetic,anti-hypertensive / cardiac,
4-B11,Esomeprazole Potassium,383.5,N,synthetic,anti-GERD,
4-C03,Estrone,270.4,N,natural,steroidal hormone,
4-C07,Fenoprofen Calcium,558.6,N,synthetic,NSAID,
4-C09,Finasteride,372.5,N,derivative,steroidal hormone,
4-C11,Flurbiprofen,244.3,N,synthetic,NSAID,
4-D02,Amitriptyline·HCl,313.9,N,synthetic,antidepressant,
4-D06,Fluconazole,306.3,N,synthetic,antifungal,
4-D07,Furosemide,330.7,N,synthetic,diuretic,
4-D09,Gatifloxacin,375.4,N,synthetic,antibiotic,
4-D11,Gemfibrozil,250.3,N,synthetic,cholesterol-lowering agent,
4-E02,Glimepiride,490.6,N,synthetic,anti-diabetic,
4-E08,Indapamide,365.8,N,synthetic,diuretic,
4-E09,Itraconazole,705.6,N,synthetic,antifungal,
4-E10,Levonorgestrel,312.4,N,synthetic,steroidal hormone,
4-E11,Levofloxacin·HCl,397.8,N,synthetic,antibiotic,
4-F02,Leflunomide,270.2,N,synthetic,immunosuppressive,
4-F04,Loratadine,382.9,N,synthetic,anti-histamine,
4-F05,Losartan Potassium,461,N,synthetic,anti-hypertensive / cardiac,
4-F06,Mebendazole,295.3,N,synthetic,antihelminthic,
4-F08,Mefenamic Acid,241.3,N,synthetic,NSAID,
4-G02,Metoprolol Tartrate,684.8,N,synthetic,anti-hypertensive / cardiac,
4-G03,Methimazole,114.2,N,synthetic,anti-thyroid,
4-G05,Minocycline ,457.5,N,derivative,antibiotic,
4-G10,Nefazodone·HCl,506.5,N,synthetic,antidepressant,
4-H03,Nystatin,926.1,N,natural,antifungal,
4-H04,Ofloxacin,361.4,N,synthetic,antibiotic,
4-H05,Omeprazole,345.4,N,synthetic,anti-GERD,
4-H06,Oxcarbazepine,252.3,N,synthetic,anti-epileptic,
4-H10,Paroxetine·HCl,365.8,N,synthetic,antidepressant,
5-A02,Pentoxifylline,278.3,N,derivative,hemorrheologic,
5-A09,Primaquine Phosphate,455.3,N,synthetic,antimalarial,
5-A10,Praziquantel,312.4,N,synthetic,antihelminthic,
5-A11,Quinapril·HCl,475,N,synthetic,anti-hypertensive / cardiac,
5-B02,Ranolazine·2HCl,500.5,N,synthetic,anti-angina,
5-B03,Ramipril,416.5,N,synthetic,anti-hypertensive / cardiac,
5-B05,Nelfinavir Mesylate,663.9,N,synthetic,antiviral,
5-B06,Rimantadine·HCl,215.8,N,synthetic,antiviral,
5-B07,Propranolol·HCl,295.8,N,synthetic,anti-hypertensive / cardiac,
5-B08,Scopolamine·HBr,384.3,N,natural,antiemetic,
5-B11,Sulfadiazine,250.3,N,derivative,antibiotic,
5-C03,Tamsulosin·HCl,445,N,synthetic,muscle relaxant,
5-C04,Telmisartan,514.6,N,synthetic,anti-hypertensive / cardiac,
5-C05,Terazosin·HCl,423.9,N,synthetic,muscle relaxant,
5-C10,Topotecan·HCl,457.9,N,derivative,anticancer,
5-C11,Toremifene Base,406,N,synthetic,Selective Estrogen Receptor Modulator,
5-D02,Tolmetin sodium dihydrate,315.3,N,synthetic,NSAID,
5-D04,Tramadol·HCl,299.8,N,synthetic,analgesic,
5-D05,Trimethoprim,290.3,N,synthetic,antibiotic,
5-D08,Venlafaxine·HCl,313.9,N,synthetic,antidepressant,
5-D10,Ketotifen Fumarate,425.5,N,synthetic,anti-histamine,
5-E03,Ondansetron,293.4,N,synthetic,antiemetic,
5-E05,Thioridazine·HCl,407,N,synthetic,antipsychotic,
5-F03,Mifepristone,429.6,N,derivative,steroidal hormone,
5-F05,Tamoxifen Citrate,563.6,N,synthetic,Selective Estrogen Receptor Modulator,
5-F06,Aprepitant,534.4,N,synthetic,antiemetic,
5-F07,Bosentan,551.6,N,synthetic,Pulmonary arterial hypertension,
5-F08,Efavirenz,315.7,N,synthetic,antiviral,
5-G04,Cyproheptadine·HCl Sesquihydrate,377.9,N,synthetic,anti-histamine,
6-A02,Abacavir Sulfate,384.4,N,derivative,antiviral,
6-A05,Acebutolol·HCl,372.9,N,synthetic,anti-hypertensive / cardiac,
6-A06,Acetaminophen,151.2,N,synthetic,analgesic,
6-A08,Acetohexamide,324.4,N,synthetic,anti-diabetic,
6-A11,Acrivastine,348.4,N,synthetic,anti-histamine,
6-B02,Adefovir Dipivoxil,501.5,N,derivative,antiviral,
6-B07,Alosetron·HCl,330.8,N,synthetic,anti-diarrhea,
6-B09,Ambrisentan,378.4,N,synthetic,Pulmonary arterial hypertension,
6-C08,Artemether,298.4,N,derivative,antimalarial,
6-C11,Asenapine Maleate,401.8,N,synthetic,antipsychotic,
6-D03,Atorvastatin Calcium,1155.3,N,derivative,cholesterol-lowering agent,
6-D11,Benazepril·HCl,461,N,synthetic,anti-hypertensive / cardiac,
6-E04,Benztropine Mesylate,403.5,N,synthetic,anti-parkinson's,
6-E08,Biperiden·HCl,347.9,N,synthetic,anti-parkinson's,
6-E09,Bisoprolol Fumarate,767,N,synthetic,anti-hypertensive / cardiac,
6-F02,Brompheniramine Maleate,435.3,N,synthetic,anti-histamine,
6-F03,Budesonide,430.5,N,derivative,steroidal anti-inflammatory,
6-F04,Bupropion ,239.7,N,synthetic,antidepressant,
6-F06,Butorphanol-(+)-Tartrate (Schedule Iv),477.6,N,derivative,analgesic,
6-F08,Carbinoxamine Maleate,406.9,N,synthetic,anti-histamine,
6-G06,Cefditoren Pivoxil,620.7,N,derivative,antibiotic,
6-G10,Cefpodoxime Proxetil,557.6,N,derivative,antibiotic,
6-H11,Chlorothiazide,295.7,N,synthetic,diuretic,
7-A02,Chlorpropamide,276.7,N,synthetic,anti-diabetic,
7-A03,Chlorthalidone,338.8,N,synthetic,diuretic,
7-A04,Chlorzoxazone,169.6,N,synthetic,muscle relaxant,
7-A08,Cilostazol,369.5,N,synthetic,anti-platelet,
7-A09,Cinacalcet·HCl,393.9,N,synthetic,hyperparathyroidism,
7-B04,Clobazam,300.7,N,synthetic,anti-epileptic,
7-B06,Clomipramine·HCl,351.3,N,synthetic,antidepressant,
7-B10,Colchicine,399.4,N,natural,anti-gout,
7-C04,Cyclobenzaprine·HCl,311.8,N,synthetic,muscle relaxant,
7-C11,Dapsone,248.3,N,derivative,antibiotic,
7-D03,Darifenacin·HBr,507.5,N,synthetic,antispasmodic,
7-D04,Darunavir,547.7,N,synthetic,antiviral,
7-D05,Dasatinib,488,N,synthetic,anticancer,
7-D07,Deferasirox,373.4,N,synthetic,iron chelating agent,
7-D09,Demeclocycline·HCl,501.3,N,derivative,antibiotic,
7-D10,Desipramine·HCl,302.8,N,synthetic,antidepressant,
7-E04,Desvenlafaxine Succinate Hydrate,399.5,N,synthetic,antidepressant,
7-E05,Dexchlorpheniramine Maleate,390.9,N,synthetic,anti-histamine,
7-E10,Diazepam,284.7,N,synthetic,anti-anxiety,
7-F02,Dicyclomine·HCl,345.9,N,synthetic,antispasmodic,
7-F03,Dienogest,311.4,N,derivative,steroidal hormone,
7-F06,Digoxin,780.9,N,natural,cardiac glycoside,
7-F07,Dimenhydrinate,470,N,synthetic,anti-histamine,
7-F08,Disopyramide ,339.5,N,synthetic,anti-arrythmic / cardiac,
7-G02,Doxepin·HCl,315.8,N,synthetic,antidepressant,
7-G04,Drospirenone,366.5,N,derivative,steroidal hormone,
7-G06,Dutasteride,528.5,N,derivative,steroidal hormone,
7-H07,Estropipate,436.6,N,natural,steroidal hormone,
7-H08,Eszopiclone,388.8,N,synthetic,hypnotic,
7-H11,Ethinyl Estradiol,296.4,N,derivative,steroidal hormone,
8-A02,Ethionamide,166.2,N,derivative,antibiotic,
8-A04,Etodolac,287.4,N,synthetic,NSAID,
8-A07,Everolimus,958.2,N,derivative,immunosuppressive,
8-A08,Ezetimibe,409.4,N,synthetic,cholesterol-lowering agent,
8-A09,Febuxostat,316.4,N,synthetic,anti-gout,
8-A10,Fexofenadine·HCl,538.1,N,synthetic,anti-histamine,
8-A11,Fingolimod,307.5,N,synthetic,immunomodulatory,
8-B02,Flavoxate·HCl,427.9,N,synthetic,antispasmodic,
8-C02,Fluvoxamine Maleate,434.4,N,synthetic,antidepressant,
8-C04,Formoterol,344.4,N,synthetic,Asthma,
8-C08,Gemifloxacin ,389.4,N,synthetic,antibiotic,
8-C10,Griseofulvin,352.8,N,natural,antifungal,
8-D06,Hydralazine·HCl,196.6,N,synthetic,anti-hypertensive / cardiac,
8-D07,Hydrochlorothiazide,297.7,N,synthetic,diuretic,
8-D08,Hydroflumethiazide,331.3,N,synthetic,diuretic,
8-D10,Hydroxychloroquine Sulfate,434,N,synthetic,antimalarial,
8-E02,Hydroxyzine Dihydrochloride,447.8,N,synthetic,anti-histamine,
8-E05,Indinavir ,613.8,N,synthetic,antiviral,
8-E06,Irbesartan,428.5,N,synthetic,anti-hypertensive / cardiac,
8-E08,Isocarboxazid,231.3,N,synthetic,antidepressant,
8-E11,Isradipine,371.4,N,synthetic,anti-hypertensive / cardiac,
8-F03,Ketorolac Tromethamine,376.4,N,synthetic,NSAID,
8-F04,Labetalol·HCl,364.9,N,synthetic,anti-hypertensive / cardiac,
8-F05,Lacosamide,250.3,N,synthetic,anti-epileptic,
8-F07,Lamivudine,229.3,N,derivative,antiviral,
8-F08,Lansoprazole,369.4,N,synthetic,proton pump inhibitor,
8-F09,Lenalidomide,259.3,N,synthetic,anticancer,
8-G04,Levocetirizine Dihydrochloride,461.8,N,synthetic,anti-histamine,
8-G08,Lopinavir,628.8,N,synthetic,antiviral,
8-G11,Loxapine Succinate,445.9,N,synthetic,antipsychotic,
8-H05,Maraviroc,513.7,N,synthetic,antiviral,
8-H07,Meclizine Dihydrochloride,463.9,N,synthetic,anti-histamine,
8-H08,Meclofenamate·Na,318.1,N,synthetic,NSAID,
8-H09,Mefloquine·HCl,414.8,N,synthetic,antimalarial,
8-H10,Mepenzolate Bromide,420.3,N,synthetic,parasympathetic inhibitor,
9-A02,Meprobamate (Schedule Iv),218.3,N,synthetic,anti-anxiety,
9-A06,Mestranol,310.4,N,synthetic,steroidal hormone,
9-A07,Metaproterenol Hemisulfate (Orciprenaline),520.6,N,synthetic,Asthma,
9-A09,Metaxalone,221.3,N,synthetic,muscle relaxant,
9-A11,Methazolamide,236.3,N,synthetic,glaucoma,
9-B02,Methenamine Hippurate,319.4,N,synthetic,antibiotic,
9-B03,Methocarbamol,241.2,N,synthetic,muscle relaxant,
9-B05,Methoxsalen (Xanthotoxin),216.2,N,natural,psoriasis,
9-B10,Methylergonovine Maleate,455.5,N,derivative,increases contractions of uterus,
9-B11,Metolazone,365.8,N,synthetic,diuretic,
9-C02,Metyrapone,226.3,N,synthetic,diagnostic,
9-C04,Mexiletine·HCl,215.7,N,synthetic,anti-arrythmic / cardiac,
9-C06,Miconazole,416.1,N,synthetic,antifungal,
9-C10,Milnacipran·HCl,282.8,N,synthetic,fibromyalgia,
9-C11,Mirtazapine,265.4,N,synthetic,antidepressant,
9-D02,Mitotane,320,N,synthetic,anticancer,
9-D03,Modafinil (Schedule Iv),273.4,N,synthetic,CNS stimulant,
9-D04,Moexipril·HCl,535,N,synthetic,anti-hypertensive / cardiac,
9-D07,Nadolol,309.4,N,synthetic,anti-hypertensive / cardiac,
9-D10,Naratriptan·HCl,371.9,N,synthetic,anti-migraine,
9-E02,Nebivolol·HCl,441.9,N,synthetic,anti-hypertensive / cardiac,
9-E05,Nevirapine,266.3,N,synthetic,antiviral,
9-F03,Nizatidine,331.5,N,synthetic,anti-histamine,
9-F04,Nortriptyline·HCl,299.8,N,synthetic,antidepressant,
9-F07,Oxaprozin,293.3,N,synthetic,NSAID,
9-F09,Oxtriphylline,283.3,N,natural,Asthma,
9-F10,Oxybutynin Chloride,394,N,synthetic,antispasmodic,
9-F11,Oxytetracycline·HCl,496.9,N,natural,antibiotic,
9-G03,Palonosetron·HCl,332.9,N,synthetic,antiemetic,
9-G05,Pazopanib·HCl,474,N,synthetic,anticancer,
9-G07,Pemirolast Potassium,266.3,N,synthetic,anti-allergy,
9-H02,Perindopril Erbumine,441.6,N,synthetic,anti-hypertensive / cardiac,
9-H04,Perphenazine,404,N,derivative,antipsychotic,
9-H06,Phenylephrine ,167.2,N,derivative,decongestant,
9-H09,Pitavastatin Calcium,881,N,derivative,cholesterol-lowering agent,
10-A02,Posaconazole,700.8,N,synthetic,antifungal,
10-A05,Pravastatin·Na,446.5,N,natural,cholesterol-lowering agent,
10-A08,Primidone,218.3,N,synthetic,anti-epileptic,
10-B02,Propylthiouracil,170.2,N,derivative,hyperthyrodism,
10-B03,Protriptyline·HCl,299.8,N,synthetic,antidepressant,
10-B04,Pyrazinamide,123.1,N,synthetic,antibiotic,
10-B06,Pyrimethamine,248.7,N,derivative,antimalarial,
10-B07,Quinidine·HCl·H2O,378.9,N,derivative,anti-arrythmic / cardiac,
10-B08,Rabeprazole·Na,381.4,N,synthetic,proton pump inhibitor,
10-B09,Raltegravir,444.4,N,synthetic,antiviral,
10-B10,Ramelteon,259.3,N,derivative,insomnia,
10-B11,Rasagiline Mesylate,267.3,N,derivative,anti-parkinson's,
10-C03,Repaglinide,452.6,N,synthetic,anti-diabetic,
10-C04,Reserpine,608.7,N,natural,anti-hypertensive / cardiac,
10-C06,Rifapentine,877,N,derivative,antibiotic,
10-C07,Rifaximin,785.9,N,derivative,antibiotic,
10-C08,Ritonavir,721,N,synthetic,antiviral,
10-C10,Ropinirole·HCl,296.8,N,derivative,anti-parkinson's,
10-D02,Rosuvastatin Calcium,1001.1,N,derivative,cholesterol-lowering agent,
10-D03,Rufinamide,238.2,N,synthetic,anti-epileptic,
10-D04,Saquinavir Mesylate,767,N,synthetic,antiviral,
10-D05,Selegiline·HCl,223.7,N,derivative,anti-parkinson's,
10-D06,Sertraline·HCl,342.7,N,synthetic,antidepressant,
10-D08,Sitagliptin Phosphate,505.3,N,synthetic,anti-diabetic,
10-D09,Sorafenib Tosylate,637,N,synthetic,anticancer,
10-E06,Sunitinib Malate,532.6,N,synthetic,anticancer,
10-E08,Tadalafil,389.4,N,synthetic,erectile dysfunction,
10-E10,Telbivudine ,242.2,N,derivative,antiviral,
10-E11,Telithromycin,812,N,derivative,antibiotic,
10-F02,Temazepam,300.7,N,synthetic,antidepressant,
10-F06,Terbutaline Hemisulfate,548.6,N,synthetic,Asthma,
10-F09,Tetrabenazine,317.4,N,synthetic,antipsychotic,
10-F11,Theophylline,180.2,N,natural,Asthma,
10-G02,Thioguanine (6-Thioguanine),167.2,N,derivative,anticancer,
10-G05,Tiagabine·HCl,412,N,synthetic,anti-epileptic,
10-G10,Tolterodine Tartrate,475.6,N,synthetic,antispasmodic,
10-G11,Tolvaptan,448.9,N,synthetic,hyponatremia,
10-H02,Topiramate,339.4,N,synthetic,anti-epileptic,
10-H03,Torsemide,348.4,N,synthetic,diuretic,
10-H04,Trandolapril,430.5,N,synthetic,anti-hypertensive / cardiac,
10-H06,Trazodone·HCl,408.3,N,synthetic,antidepressant,
10-H08,Triamcinolone Acetonide,434.5,N,derivative,steroidal anti-inflammatory,
10-H09,Triamterene,253.3,N,synthetic,diuretic,
10-H10,Triazolam,343.2,N,synthetic,insomnia,
11-A02,Trihexyphenidyl·HCl,337.9,N,synthetic,anti-parkinson's,
11-A04,Trimethobenzamide·HCl,424.9,N,synthetic,antiemetic,
11-A05,Trimipramine Maleate,410.5,N,synthetic,antidepressant,
11-A06,Trospium Chloride,428,N,synthetic,antispasmodic,
11-B04,Voriconazole,349.3,N,synthetic,antifungal,
11-B05,Warfarin·Na,330.3,N,derivative,anticoagulant,
11-B06,Zaleplon,305.3,N,synthetic,hypnotic,
11-B08,Ziprasidone hydrochloride,449.4,N,synthetic,antipsychotic,
1-A11,Nicardipine·HCl,516,Y,synthetic,anti-hypertensive / cardiac,Y
1-F10,Risperidone,410.5,Y,synthetic,antipsychotic,N
1-H10,Tolcapone,273.2,Y,synthetic,anti-parkinson's,NT
2-A06,Azathioprine,277.3,Y,derivative,immunosuppressive,Y
2-B07,Entacapone,305.3,Y,synthetic,anti-parkinson's,Y
2-C07,Exemestane,296.4,Y,derivative,steroidal hormone,N
2-D09,Nimodipine,418.4,Y,synthetic,anti-hypertensive / cardiac,Y
2-F03,Capsaicin,305.4,Y,natural,dietary product,NT
2-F04,Dexamethasone,392.5,Y,derivative,steroidal anti-inflammatory,N
2-F06,Ethacrynic Acid,303.1,Y,synthetic,diuretic,Y
2-H05,Rifampin (Rifampicin),822.9,Y,derivative,antibiotic,Y
3-A06,Sulindac,356.4,Y,synthetic,NSAID,N
3-C04,Vorinostat ,264.3,Y,synthetic,HDAC inhibitor,N
3-C06,Dolasetron,324.4,Y,synthetic,antiemetic,N
3-D04,Mycophenolate Mofetil,433.5,Y,derivative,immunosuppressive,NT
3-F03,Zidovudine (3'-Azido-3'-Deoxythymidine),267.2,Y,derivative,antiviral,Y
3-F04,Allopurinol,136.1,Y,derivative,anti-gout,N
3-G08,Betamethasone,392.5,Y,derivative,steroidal anti-inflammatory,N
3-G09,Bisacodyl,361.4,Y,synthetic,laxative,N
4-C02,Estradiol,272.4,Y,natural,steroidal hormone,TBD
4-C05,Famciclovir,321.3,Y,derivative,antiviral,N
4-D05,Flutamide,276.2,Y,synthetic,anti-androgen,N
4-E03,Hydrocortisone,362.5,Y,natural,steroidal anti-inflammatory,Y
4-E04,Hydrocortisone Acetate,404.5,Y,derivative,steroidal anti-inflammatory,N
4-F11,Methylprednisolone,374.5,Y,derivative,steroidal anti-inflammatory,N
4-G04,Metronidazole,171.2,Y,synthetic,antibiotic,N
4-G08,Nabumetone,228.3,Y,synthetic,NSAID,N
4-H09,Pantoprazole,383.4,Y,synthetic,anti-GERD,NT
