ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	716.849	0.8521263599568436	N/A	N/A	Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML	2	16	-1	6	395.218	1	395.218	2.41258e+06
 	GROUP-1	GROUP-1	G1	1	7	0	0	0	0	0	7	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	706.7418571428572	5.976095104152678	N/A	N/A	BG-1X-P1-H1.mzXML	1	17	-1	7	408.295	1	408.295	2.81822e+06
 	 	 	G2	1	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	415.9962	0.8323925516245484	N/A	N/A	Clonaz_D17_H1.mzXML|Clonaz_D16_H1.mzXML	2	18	1	5	418.242	1	418.242	4.03983e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	641.2455	0.5605000000000473	N/A	N/A	Clonaz_D16_H1.mzXML	1	19	-1	2	431.253	1	431.253	762860
 	 	 	G2	1	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	459.981875	0.9818867599550414	N/A	N/A	Clonaz_D17_H1.mzXML|Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML|Clonaz_D8_H1.mzXML	4	20	1	8	432.257	1	432.257	7.63661e+06
 	GROUP-1	GROUP-1	G1	1	4	0	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	723.17925	1.252980721120627	N/A	N/A	BG-1X-P1-H1.mzXML	1	22	-1	4	439.118	1	439.118	6.3278e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	639.6425	0.2545000000000073	N/A	N/A	Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML	2	23	-1	2	445.118	1	445.118	1.12521e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	509.35699999999997	0.5599999999999739	N/A	N/A	Clonaz_D16_H1.mzXML	1	24	1	2	446.272	1	446.272	1.70035e+06
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	820.5453333333334	2.04532407103507	N/A	N/A	Clonaz_D8_H1.mzXML	1	28	4	6	531.405	1	531.405	3.26543e+06
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	872.5616666666666	2.7132703104884155	N/A	N/A	Clonaz_D17_H1.mzXML|Clonaz_D16_H1.mzXML	2	29	-1	9	534.368	1	534.368	1.0085e+07
 	GROUP-1	GROUP-1	G1,G2	0	23	93	0	0	0	0	23	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	690.5648189655172	32.826075843545354	N/A	N/A	Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML|BG-1X-P1-H1.mzXML	3	30	3	116	536.159	1	536.159	1.60975e+08
 	GROUP-1	GROUP-1	G1	0	2	0	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	676.679	1.120999999999981	N/A	N/A	BG-1X-P1-H1.mzXML	1	32	3	2	537.377	1	537.377	985627
 	 	 	G2	1	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	820.0085714285714	1.392816248483942	N/A	N/A	Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML|Clonaz_D8_H1.mzXML	3	33	4	7	576.462	1	576.462	2.24537e+06
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	856.60475	1.687032805697614	N/A	N/A	Clonaz_D10_H1.mzXML|Clonaz_D8_H1.mzXML	2	34	-1	4	582.589	1	582.589	1.63914e+06
 	GROUP-1	GROUP-1	G1,G2	0	29	51	0	0	0	0	29	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	769.41445	10.642878796289093	N/A	N/A	Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML|Clonaz_D8_H1.mzXML|BG-1X-P1-H1.mzXML	4	35	3	80	610.171	1	610.171	1.11937e+08
 	 	 	G2	1	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	711.7738	8.320256880649772	N/A	N/A	Clonaz_D17_H1.mzXML|Clonaz_D8_H1.mzXML	2	36	1	5	616.475	1	616.475	2.98039e+06
 	 	 	G2	1	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	793.686	1.9048760239623428	N/A	N/A	Clonaz_D8_H1.mzXML	1	37	1	3	630.491	1	630.491	1.50392e+06
 	 	 	G2	1	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=39&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	792.7157142857143	6.19267342947143	N/A	N/A	Clonaz_D17_H1.mzXML|Clonaz_D8_H1.mzXML	2	39	1	7	658.522	1	658.522	4.94678e+06
 	 	 	G2	1	0	99	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=b37884165ba74432acf9b0da0e0dbb95&view=cluster_details&protein=40&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=b37884165ba74432acf9b0da0e0dbb95&show=true	N/A	N/A	N/A	N/A	775.2167272727272	8.839352153940776	N/A	N/A	Clonaz_D17_H1.mzXML|Clonaz_D16_H1.mzXML|Clonaz_D10_H1.mzXML|Clonaz_D8_H1.mzXML	4	40	-1	99	708.508	1	708.508	8.81106e+07
