ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	GROUP-1	GROUP-1	G1,G2	0	5	2	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=14&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	400.6014285714286	1.3247305771517464	N/A	N/A	Spiro_D8_C5.mzXML|BG-1X-P1-C5.mzXML	2	14	-1	7	341.201	1	341.201	1.1543e+07
 	GROUP-1	GROUP-1	G1,G2	0	5	19	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	315.23020833333334	1.2964099782079814	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML|BG-1X-P1-C5.mzXML	6	15	3	24	350.119	1	350.119	1.22872e+08
 	 	 	G2	0	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	611.6894	5.714157386701941	N/A	N/A	Spiro_D18_C5.mzXML	1	16	1	5	359.277	1	359.277	4.79428e+06
 	 	 	G2	1	0	33	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	632.6046060606061	76.18256754145561	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	5	17	6	33	371.1	1	371.1	6.74822e+07
 	 	 	G2	0	0	19	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	716.8921578947369	1.2610522867058622	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	5	18	-1	19	395.218	1	395.218	9.88142e+06
 	GROUP-1	GROUP-1	G1,G2	1	5	2	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	705.5441428571428	5.54547360926192	N/A	N/A	Spiro_D10_C5.mzXML|BG-1X-P1-C5.mzXML	2	19	-1	7	408.298	1	408.298	2.29172e+06
 	 	 	G2	1	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	415.9727142857143	1.1410303256625693	N/A	N/A	Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	2	20	1	7	418.242	1	418.242	1.41171e+07
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	641.721	0.7832883675037312	N/A	N/A	Spiro_D18_C5.mzXML	1	21	-1	3	431.254	1	431.254	1.9185e+06
 	 	 	G2	1	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	460.259125	1.3826859221728525	N/A	N/A	Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	2	22	1	8	432.258	1	432.258	2.24366e+07
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	331.266	0.9144761706390568	N/A	N/A	Spiro_D8_C5.mzXML	1	23	-1	3	433.24	1	433.24	1.92994e+07
 	 	 	G2	1	0	19	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	639.0333684210526	1.1258324270243758	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	5	25	6	19	445.119	1	445.119	4.97315e+07
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	509.50374999999997	0.678397514367497	N/A	N/A	Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	2	26	1	4	446.273	1	446.273	7.29414e+06
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	315.87466666666666	0.914884449291573	N/A	N/A	BG-1X-P1-C5.mzXML	1	27	-1	3	453.056	1	453.056	6.6011e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	872.8275000000001	1.1134999999999877	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D20_C5.mzXML	2	28	-1	2	515.41	1	515.41	941210
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	800.133	0.8159892428484753	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	4	29	3	9	521.115	1	521.115	5.67245e+06
 	 	 	G2	0	0	11	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	820.2194545454546	3.155009792914808	N/A	N/A	Spiro_D20_C5.mzXML|Spiro_D8_C5.mzXML	2	30	-1	11	531.405	1	531.405	8.67907e+06
 	GROUP-1	GROUP-1	G1,G2	0	28	334	0	0	0	0	28	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	690.1790718232044	41.54614257180865	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D20_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML|BG-1X-P1-C5.mzXML	7	31	3	362	536.163	1	536.163	1.17975e+09
 	 	 	G2	0	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	642.8919999999999	3.353928144728189	N/A	N/A	Spiro_D20_C5.mzXML	1	32	3	5	536.163	1	536.163	1.8449e+06
 	GROUP-1	GROUP-1	G1,G2	0	6	22	0	0	0	0	6	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	818.5206428571429	84.70053225680896	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D20_C5.mzXML|Spiro_D10_C5.mzXML|BG-1X-P1-C5.mzXML|Spiro_D5_C5.mzXML	5	33	3	28	537.39	1	537.39	4.78952e+07
 	 	 	G2	0	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	874.2228	1.1797008773414002	N/A	N/A	Spiro_D20_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D5_C5.mzXML	3	34	3	5	537.392	1	537.392	1.3105e+07
 	 	 	G2	0	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	710.66725	1.09497805343303	N/A	N/A	Spiro_D10_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	3	36	3	8	554.174	1	554.174	2.3169e+07
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	630.6555555555556	4.797908551560327	N/A	N/A	Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	2	37	1	9	562.392	1	562.392	8.68421e+06
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=39&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	794.7371666666667	0.45856639528958837	N/A	N/A	Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	3	39	3	6	568.189	1	568.189	7.51127e+06
 	 	 	G2	1	0	17	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=41&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	663.5591764705882	9.255143995671952	N/A	N/A	Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	2	41	1	17	576.408	1	576.408	1.01074e+07
 	 	 	G2	1	0	18	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=42&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	670.1623888888889	5.949157514013492	N/A	N/A	Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	2	42	1	18	576.408	1	576.408	3.10436e+07
 	GROUP-1	GROUP-1	G1,G2	0	25	216	0	0	0	0	25	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=44&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	762.778377593361	18.495496531890073	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML|BG-1X-P1-C5.mzXML	6	44	3	241	610.181	1	610.181	1.49373e+09
 	GROUP-1	GROUP-1	G1,G2	0	4	33	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=45&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	763.6612162162162	13.705410401647045	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML|BG-1X-P1-C5.mzXML	6	45	3	37	610.181	1	610.181	2.83804e+08
 	 	 	G2	0	0	12	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=46&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	683.8371666666667	2.010515225563399	N/A	N/A	Spiro_D20_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML	3	46	3	12	612.16	1	612.16	6.15795e+06
 	 	 	G2	0	0	56	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=47&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	765.8188928571428	7.365414450269235	N/A	N/A	Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	3	47	3	56	612.182	1	612.182	2.79529e+08
 	 	 	G2	0	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=48&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	765.8275	0.5623453120636862	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	4	48	3	8	628.193	1	628.193	2.24492e+07
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=49&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	546.9275	0.5605000000000473	N/A	N/A	Spiro_D18_C5.mzXML	1	49	1	2	632.361	1	632.361	2.5335e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=50&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	584.63	0.9539999999999509	N/A	N/A	Spiro_D18_C5.mzXML	1	50	1	2	646.377	1	646.377	2.49663e+06
 	 	 	G2	0	0	111	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=52&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	779.7875855855856	8.724352074828138	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D20_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	6	52	5	111	663.45	1	663.45	1.17574e+08
 	 	 	G2	0	0	312	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=53&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	834.0837980769231	17.801861751192938	N/A	N/A	Spiro_D15_C5.mzXML|Spiro_D20_C5.mzXML|Spiro_D10_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D18_C5.mzXML|Spiro_D5_C5.mzXML	6	53	3	312	684.201	1	684.201	9.94536e+08
 	 	 	G2	0	0	17	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7bc695e39da94fa5b3d47b73eaf9c400&view=cluster_details&protein=55&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7bc695e39da94fa5b3d47b73eaf9c400&show=true	N/A	N/A	N/A	N/A	835.9942352941176	20.57397482694899	N/A	N/A	Spiro_D20_C5.mzXML|Spiro_D8_C5.mzXML|Spiro_D5_C5.mzXML	3	55	3	17	686.195	1	686.195	2.15363e+07
