ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=12&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	702.2293333333333	0.7832412711858872	N/A	N/A	BG-1X-P1-F5.mzXML	1	12	-1	3	408.295	1	408.295	1.54409e+06
 	 	 	G2	1	0	11	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	638.7879090909091	1.0833096975594951	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML	3	13	2	11	445.119	1	445.119	1.98399e+07
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=14&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	315.88166666666666	0.914884449291573	N/A	N/A	BG-1X-P1-F5.mzXML	1	14	-1	3	453.056	1	453.056	7.77537e+06
 	GROUP-1	GROUP-1	G1,G2	0	22	289	0	0	0	0	22	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	686.31915755627	33.551093130167835	N/A	N/A	BG-1X-P1-F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D10_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D9_F5.mzXML	5	16	1	311	536.163	1	536.163	9.86153e+08
 	GROUP-1	GROUP-1	G1,G2	0	6	45	0	0	0	0	6	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	734.2758039215686	98.75912492445397	N/A	N/A	BG-1X-P1-F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D16_F5.mzXML	5	18	1	51	537.391	1	537.391	6.02353e+07
 	GROUP-1	GROUP-1	G1,G2	0	26	268	0	0	0	0	26	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	762.8597142857143	18.537775932873256	N/A	N/A	Sulf_D16_F5.mzXML|Sulf_D10_F5.mzXML|BG-1X-P1-F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML	6	20	1	294	610.182	1	610.182	2.16301e+09
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	760.4973333333334	14.114466451914595	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D9_F5.mzXML	4	21	1	6	610.183	1	610.183	5.73146e+07
 	 	 	G2	1	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	770.0654000000001	7.753780925458218	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML	3	22	1	5	611.183	1	611.183	3.40053e+07
 	 	 	G2	0	0	75	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	765.8919066666666	7.89169394603944	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D9_F5.mzXML	4	24	1	75	612.182	1	612.182	3.82803e+08
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	765.8005	0.5604999999999905	N/A	N/A	Sulf_D10_F5.mzXML	1	25	1	2	628.193	1	628.193	4.62733e+06
 	 	 	G2	0	0	61	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	779.1685081967213	10.239155233185839	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D16_F5.mzXML	3	26	-1	61	663.451	1	663.451	7.45096e+07
 	 	 	G2	0	0	200	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	832.27012	24.72992595127612	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D16_F5.mzXML	5	27	1	200	684.201	1	684.201	7.224e+08
 	 	 	G2	0	0	67	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	839.7041791044776	14.80080469870188	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D9_F5.mzXML	3	28	1	67	684.201	1	684.201	5.31468e+08
 	 	 	G2	0	0	81	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	834.7879012345679	14.080494851893384	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D9_F5.mzXML	2	29	1	81	686.2	1	686.2	2.3727e+08
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	830.23425	0.7923153964804621	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML	2	30	1	4	702.211	1	702.211	8.95998e+06
 	 	 	G2	0	0	50	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	800.3473	34.57638211048113	N/A	N/A	Sulf_D10_F5.mzXML|Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML|Sulf_D20_F5.mzXML|Sulf_D16_F5.mzXML	5	31	1	50	758.218	1	758.218	6.63704e+07
 	 	 	G2	0	0	24	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cdc2f0b796c849f1ab7c1890a88d23a9&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cdc2f0b796c849f1ab7c1890a88d23a9&show=true	N/A	N/A	N/A	N/A	831.12375	18.185812032208887	N/A	N/A	Sulf_D19_F5.mzXML|Sulf_D9_F5.mzXML	2	32	1	24	758.219	1	758.219	4.48594e+07
