ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	1	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	613.216875	4.8358330315856595	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	2	13	8	8	280.262	1	280.262	2.75085e+06
 	 	 	G2	1	0	14	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=14&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	667.1272857142857	4.956000467378197	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	2	14	8	14	282.278	1	282.278	1.34041e+07
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	169.0885	0.012500000000002842	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D8_B1.mzXML	2	16	-1	2	296.167	1	296.167	1.29838e+06
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	733.59825	0.7940706438976166	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	2	17	8	4	310.309	1	310.309	2.29618e+06
 	 	 	G2	1	0	25	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=cf487552726849a3ae2f9fee76909fae&show=true	MassbankEU:SM824902 Triphenylphosphate|Triphenyl phosphate	0.804559	3.07902	0.00100708	502.67336	1.4132107239898815	O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1	CCMSLIB00000841635	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D8_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	6	20	10	25	327.077	1	327.077	6.13491e+07
 	GROUP-1	GROUP-1	G1,G2	1	4	22	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	799.891423076923	1.4113499858449021	N/A	N/A	Nicard_D19_B1.mzXML|BG-1X-P1-B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML|Nicard_D8_B1.mzXML	7	21	8	26	338.339	1	338.339	2.83196e+07
 	GROUP-1	GROUP-1	G1,G2	0	5	30	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	315.30885714285716	1.42512231340446	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|BG-1X-P1-B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML|Nicard_D8_B1.mzXML	8	23	1	35	350.121	1	350.121	2.66639e+08
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	315.9525	0.06692719925412915	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D8_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML	4	24	1	4	351.125	0	351.125	8.93879e+06
 	 	 	G2	0	0	10	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	614.9407	0.8456453216331454	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	4	25	3	10	359.277	1	359.277	8.73867e+06
 	 	 	G2	1	0	36	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	619.8756388888888	76.26575742324876	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML|Nicard_D8_B1.mzXML	7	26	4	36	371.1	1	371.1	6.82374e+07
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	710.597	0.5600000000000023	N/A	N/A	Nicard_D3_B1.mzXML	1	27	4	2	371.1	1	371.1	6.46684e+06
 	 	 	G2	0	0	30	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	691.2865333333333	2.777953128154309	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D18_B1.mzXML	5	28	-1	30	391.202	1	391.202	1.28532e+08
 	 	 	G2	0	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	717.0038888888889	1.309373933895679	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML	3	29	-1	9	395.218	1	395.218	4.67994e+06
 	GROUP-1	GROUP-1	G1	1	5	0	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	706.9958	5.979438883373594	N/A	N/A	BG-1X-P1-B1.mzXML	1	30	-1	5	408.296	1	408.296	2.46922e+06
 	 	 	G2	1	0	12	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	415.703	0.9167217862216064	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	4	31	3	12	418.242	1	418.242	1.21085e+07
 	 	 	G2	0	0	10	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	641.9802	0.7194208504067605	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D18_B1.mzXML	5	33	-1	10	431.254	1	431.254	6.54228e+06
 	 	 	G2	1	0	17	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	460.19882352941175	1.0585467416001302	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D8_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	6	34	3	17	432.258	1	432.258	2.7797e+07
 	 	 	G2	1	0	18	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	639.4518333333333	0.9431827471092016	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML|Nicard_D8_B1.mzXML	7	36	4	18	445.119	1	445.119	4.24958e+07
 	 	 	G2	1	0	10	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	509.5739	0.7910584618092513	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D18_B1.mzXML	4	37	3	10	446.273	1	446.273	1.01753e+07
 	 	 	G2	0	0	11	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=38&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	219.09490909090908	1.3707070142843354	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML	3	38	2	11	448.221	1	448.221	1.12853e+07
 	GROUP-1	GROUP-1	G1,G2	1	1	157	0	0	0	0	1	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=39&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	206.51287341772152	41.16068051754637	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|BG-1X-P1-B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML|Nicard_D8_B1.mzXML	8	39	2	158	450.238	1	450.238	9.69912e+08
 	 	 	G2	0	0	25	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=40&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	167.69816	1.481915670475211	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML	6	40	2	25	451.241	1	451.241	1.0183e+08
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=41&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	315.91833333333335	0.914884449291573	N/A	N/A	BG-1X-P1-B1.mzXML	1	41	-1	3	453.056	1	453.056	8.08402e+06
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=42&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	760.104	0.3949234102962112	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D5_B1.mzXML	2	42	5	4	467.348	1	467.348	8.7491e+06
 	GROUP-1	GROUP-1	G1,G2	0	2	9	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=43&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	231.03054545454546	22.17117366132567	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D4_B1.mzXML|Nicard_D5_B1.mzXML|BG-1X-P1-B1.mzXML|Nicard_D3_B1.mzXML|Nicard_D8_B1.mzXML|Nicard_D18_B1.mzXML	7	43	2	11	478.225	1	478.225	7.69917e+06
 	GROUP-1	GROUP-1	G1,G2	0	6	2	0	0	0	0	6	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=44&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	290.2625	2.8035113696933696	N/A	N/A	Nicard_D8_B1.mzXML|BG-1X-P1-B1.mzXML	2	44	2	8	480.204	1	480.204	3.07555e+07
 	GROUP-1	GROUP-1	G1	1	4	0	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=45&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	289.05625	1.7588458396061881	N/A	N/A	BG-1X-P1-B1.mzXML	1	45	2	4	481.205	1	481.205	1.86635e+07
 	 	 	G2	1	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=46&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	224.702	0.45949827710957625	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D11_B1.mzXML	2	46	2	3	492.247	1	492.247	1.85338e+06
 	 	 	G2	0	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=47&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	810.3408000000001	1.2940046986004499	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D5_B1.mzXML	2	47	5	5	495.379	1	495.379	2.28586e+06
 	 	 	G2	1	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=48&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	213.2855	49.034590517817115	N/A	N/A	Nicard_D8_B1.mzXML	1	48	2	8	506.263	1	506.263	1.11533e+07
 	 	 	G2	1	0	19	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=49&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	175.5663157894737	2.806618700831296	N/A	N/A	Nicard_D19_B1.mzXML|Nicard_D8_B1.mzXML|Nicard_D4_B1.mzXML	3	49	2	19	508.279	1	508.279	4.56092e+07
 	 	 	G2	1	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=51&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	240.00866666666667	13.76773693176269	N/A	N/A	Nicard_D8_B1.mzXML	1	51	2	6	520.279	1	520.279	6.34584e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=52&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	799.5740000000001	0.5600000000000023	N/A	N/A	Nicard_D18_B1.mzXML	1	52	1	2	521.115	1	521.115	1.34331e+06
 	 	 	G2	0	0	14	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=53&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	819.8959285714285	2.361012932265825	N/A	N/A	Nicard_D3_B1.mzXML|Nicard_D19_B1.mzXML|Nicard_D11_B1.mzXML	3	53	-1	14	531.405	1	531.405	1.21785e+07
 	GROUP-1	GROUP-1	G1,G2	0	31	293	0	0	0	0	31	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=cf487552726849a3ae2f9fee76909fae&view=cluster_details&protein=54&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=cf487552726849a3ae2f9fee76909fae&show=true	N/A	N/A	N/A	N/A	685.0754783950617	36.22582439343653	N/A	N/A	Nicard_D19_B1.mzXML|BG-1X-P1-B1.mzXML|Nicard_D5_B1.mzXML|Nicard_D8_B1.mzXML|Nicard_D11_B1.mzXML|Nicard_D18_B1.mzXML	6	54	1	324	536.163	1	536.163	1.20004e+09
