ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	1	0	13	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	626.4116153846154	77.10716204841002	N/A	N/A	Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	3	17	2	13	371.1	1	371.1	1.92858e+07
 	 	 	G2	0	0	10	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	716.8212	1.0930701532838547	N/A	N/A	Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	3	18	-1	10	395.218	1	395.218	4.66962e+06
 	GROUP-1	GROUP-1	G1	1	5	0	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	706.8984	5.81751987018526	N/A	N/A	BG-1X-P1-G5.mzXML	1	19	-1	5	408.295	1	408.295	3.60135e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	459.82000000000005	0.7270000000000039	N/A	N/A	Rop_D15_G5.mzXML	1	21	-1	2	432.257	1	432.257	2.00824e+06
 	 	 	G2	1	0	12	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	639.0059166666667	1.14605013403525	N/A	N/A	Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	3	22	2	12	445.118	1	445.118	1.96053e+07
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	315.94733333333335	0.914884449291573	N/A	N/A	BG-1X-P1-G5.mzXML	1	23	-1	3	453.056	1	453.056	7.50343e+06
 	GROUP-1	GROUP-1	G1,G2	0	11	298	0	0	0	0	11	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	686.4034530744336	37.86990599435469	N/A	N/A	Rop_D20_G5.mzXML|Rop_D8_G5.mzXML|BG-1X-P1-G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	5	25	1	309	536.163	1	536.163	9.96315e+08
 	GROUP-1	GROUP-1	G1,G2	0	13	27	0	0	0	0	13	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	784.14335	93.12799011429108	N/A	N/A	Rop_D20_G5.mzXML|Rop_D8_G5.mzXML|BG-1X-P1-G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	5	26	1	40	537.388	1	537.388	6.40688e+07
 	GROUP-1	GROUP-1	G1,G2	0	29	195	0	0	0	0	29	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	762.7339821428571	16.91292776751926	N/A	N/A	Rop_D20_G5.mzXML|Rop_D8_G5.mzXML|BG-1X-P1-G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	5	28	1	224	610.181	1	610.181	1.33137e+09
 	 	 	G2	1	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	765.4023333333333	3.7011142766589766	N/A	N/A	Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	2	30	1	3	611.183	1	611.183	1.99822e+07
 	 	 	G2	0	0	48	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	749.1322291666667	31.5959061939726	N/A	N/A	Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	3	31	1	48	612.181	1	612.181	1.83196e+08
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	765.7356666666667	0.5188020388891761	N/A	N/A	Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	2	32	1	3	628.192	1	628.192	7.57499e+06
 	 	 	G2	0	0	83	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	779.4677590361446	9.010278363230537	N/A	N/A	Rop_D20_G5.mzXML|Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	4	33	-1	83	663.45	1	663.45	9.43252e+07
 	 	 	G2	0	0	118	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	830.3991864406779	23.246629216176537	N/A	N/A	Rop_D20_G5.mzXML|Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	4	34	1	118	684.201	1	684.201	3.49351e+08
 	 	 	G2	0	0	125	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	835.61728	18.06662120734256	N/A	N/A	Rop_D20_G5.mzXML|Rop_D8_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	4	35	1	125	684.201	1	684.201	9.48614e+08
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	826.5545	1.1204999999999927	N/A	N/A	Rop_D8_G5.mzXML	1	36	1	2	685.202	1	685.202	1.61519e+07
 	 	 	G2	0	0	48	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	831.5819375	15.982700963862781	N/A	N/A	Rop_D8_G5.mzXML|Rop_D15_G5.mzXML	2	37	1	48	686.2	1	686.2	1.77928e+08
 	 	 	G2	0	0	240	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2e5883e5abb5482e80f0f09d56e35f08&view=cluster_details&protein=38&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2e5883e5abb5482e80f0f09d56e35f08&show=true	N/A	N/A	N/A	N/A	798.1969041666666	44.08025314794199	N/A	N/A	Rop_D20_G5.mzXML|Rop_D10_G5.mzXML|Rop_D15_G5.mzXML	3	38	1	240	758.219	1	758.219	5.12806e+08
