ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	1	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	651.89125	74.96228672430894	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	13	5	8	371.1	1	371.1	1.35466e+07
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=14&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	716.8096666666667	0.914884449291573	N/A	N/A	Prazi_D18_D5.mzXML	1	14	-1	3	395.218	1	395.218	1.63977e+06
 	GROUP-1	GROUP-1	G1	1	2	0	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	701.717	0.39400000000000546	N/A	N/A	BG-1X-P1-D5.mzXML	1	15	-1	2	408.295	1	408.295	747193
 	 	 	G2	1	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	459.6983333333333	0.602714046810122	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	17	2	3	432.257	1	432.257	2.51708e+06
 	 	 	G2	1	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	639.0183333333333	0.9735417585062978	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	18	5	6	445.119	1	445.119	1.19569e+07
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	315.85633333333334	0.914884449291573	N/A	N/A	BG-1X-P1-D5.mzXML	1	19	-1	3	453.056	1	453.056	7.60599e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	867.3679999999999	1.1210000000000377	N/A	N/A	Prazi_D10_D5.mzXML	1	20	-1	2	515.41	1	515.41	1.43349e+06
 	GROUP-1	GROUP-1	G1,G2	0	31	103	0	0	0	0	31	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	698.8886417910447	43.115108437451234	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML|BG-1X-P1-D5.mzXML	3	21	1	134	536.161	1	536.161	3.56428e+08
 	GROUP-1	GROUP-1	G1,G2	0	2	8	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	832.6207	74.62843650385555	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML|BG-1X-P1-D5.mzXML	3	22	1	10	537.39	1	537.39	1.61175e+07
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	873.7803333333334	1.4768661264838856	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	23	1	6	537.392	1	537.392	1.5763e+07
 	GROUP-1	GROUP-1	G1,G2	0	30	73	0	0	0	0	30	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	764.0065242718447	17.82680720823845	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML|BG-1X-P1-D5.mzXML	3	24	1	103	610.18	1	610.18	6.96899e+08
 	GROUP-1	GROUP-1	G1,G2	0	1	15	0	0	0	0	1	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	763.1095	11.952011969748028	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML|BG-1X-P1-D5.mzXML	3	25	1	16	610.182	1	610.182	2.0122e+08
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	753.229	0.5600000000000023	N/A	N/A	Prazi_D18_D5.mzXML	1	26	1	2	611.184	1	611.184	1.33922e+07
 	 	 	G2	0	0	24	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	764.0837916666667	7.52067809431197	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	27	1	24	612.182	1	612.182	1.33444e+08
 	 	 	G2	1	0	27	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	714.3715555555556	29.349673851848447	N/A	N/A	Prazi_D10_D5.mzXML	1	28	2	27	616.476	1	616.476	2.74016e+07
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	765.954	0.5600000000000023	N/A	N/A	Prazi_D10_D5.mzXML	1	29	1	2	628.193	1	628.193	4.68605e+06
 	 	 	G2	1	0	29	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	797.5655172413793	11.081219416965997	N/A	N/A	Prazi_D10_D5.mzXML	1	30	2	29	630.491	1	630.491	4.07e+07
 	 	 	G2	0	0	29	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	780.1676551724138	8.845286830989336	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	31	-1	29	663.451	1	663.451	3.90486e+07
 	 	 	G2	0	0	99	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	832.7964444444444	20.214990150686894	N/A	N/A	Prazi_D18_D5.mzXML|Prazi_D10_D5.mzXML	2	32	1	99	684.201	1	684.201	4.51515e+08
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	824.38725	5.196030041050562	N/A	N/A	Prazi_D18_D5.mzXML	1	33	1	4	684.201	1	684.201	3.58183e+07
 	 	 	G2	0	0	26	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	822.5218076923077	10.48622082698282	N/A	N/A	Prazi_D18_D5.mzXML	1	34	1	26	686.2	1	686.2	7.08961e+07
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=5ce7fd084b9d4c329a4fe4c14e0f9d7f&show=true	N/A	N/A	N/A	N/A	830.7	1.3672576567713797	N/A	N/A	Prazi_D10_D5.mzXML	1	35	1	4	702.211	1	702.211	8.23367e+06
