ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	1	0	12	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	645.4493333333334	76.09113161787573	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	15	3	12	371.1	1	371.1	1.61462e+07
 	 	 	G2	0	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	716.5561111111111	0.9914938722782985	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	17	-1	9	395.218	1	395.218	3.84486e+06
 	GROUP-1	GROUP-1	G1	1	4	0	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	705.1854999999999	4.994410951253417	N/A	N/A	BG-1X-P1-D1.mzXML	1	18	-1	4	408.295	1	408.295	1.50703e+06
 	 	 	G2	1	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	459.7558333333333	0.5714062818073371	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	20	1	6	432.257	1	432.257	4.19063e+06
 	 	 	G2	1	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	639.2561428571429	0.6781317673413881	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	21	3	7	445.119	1	445.119	1.09592e+07
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	315.954	0.9152926672199653	N/A	N/A	BG-1X-P1-D1.mzXML	1	22	-1	3	453.056	1	453.056	7.12097e+06
 	 	 	G2	0	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	819.30125	2.5052253765879255	N/A	N/A	Levon_D19_D1.mzXML	1	23	-1	8	531.406	1	531.406	7.48959e+06
 	GROUP-1	GROUP-1	G1,G2	0	32	62	0	0	0	0	32	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	694.762414893617	14.247475151019817	N/A	N/A	BG-1X-P1-D1.mzXML|Levon_D15_D1.mzXML|Levon_D18_D1.mzXML	3	24	2	94	536.154	1	536.154	1.12002e+08
 	GROUP-1	GROUP-1	G1,G2	0	6	4	0	0	0	0	6	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	756.4765	94.4275414646066	N/A	N/A	BG-1X-P1-D1.mzXML|Levon_D15_D1.mzXML	2	25	2	10	537.383	1	537.383	8.98542e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	875.3824999999999	0.5604999999999905	N/A	N/A	Levon_D15_D1.mzXML	1	26	2	2	537.393	1	537.393	3.17543e+06
 	 	 	G2	0	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	710.55125	0.8863627572839464	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	27	2	8	554.174	1	554.174	1.30277e+07
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	672.8969999999999	0.5600000000000023	N/A	N/A	Levon_D15_D1.mzXML	1	28	1	2	576.408	1	576.408	783471
 	GROUP-1	GROUP-1	G1,G2	0	32	131	0	0	0	0	32	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	761.9200858895706	17.225568975937204	N/A	N/A	BG-1X-P1-D1.mzXML|Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	4	29	2	163	610.179	1	610.179	6.56072e+08
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	764.7257500000001	14.230445607481876	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	30	2	4	610.183	1	610.183	1.59622e+07
 	 	 	G2	0	0	15	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	762.5897333333334	3.3673064303023645	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML	2	31	2	15	612.182	1	612.182	5.01844e+07
 	 	 	G2	1	0	13	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	724.0693076923077	24.389874716253807	N/A	N/A	Levon_D19_D1.mzXML	1	32	1	13	616.475	1	616.475	5.39586e+06
 	 	 	G2	0	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	765.7692	0.5484802275378862	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	33	2	5	628.193	1	628.193	1.09217e+07
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	785.6313333333334	6.226645181975781	N/A	N/A	Levon_D19_D1.mzXML	1	34	1	9	630.491	1	630.491	6.17254e+06
 	 	 	G2	0	0	63	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	774.6314603174603	8.6288073792447	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	35	-1	63	663.451	1	663.451	5.84632e+07
 	 	 	G2	0	0	103	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	820.86113592233	15.472980574071787	N/A	N/A	Levon_D15_D1.mzXML|Levon_D18_D1.mzXML|Levon_D19_D1.mzXML	3	36	2	103	684.201	1	684.201	2.06049e+08
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	820.0606666666666	2.5399949912461866	N/A	N/A	Levon_D15_D1.mzXML	1	37	2	6	686.199	1	686.199	7.45879e+06
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=7a3c624d108c45688e765cceeb13204b&view=cluster_details&protein=38&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=7a3c624d108c45688e765cceeb13204b&show=true	N/A	N/A	N/A	N/A	829.9273333333333	0.5073331143232018	N/A	N/A	Levon_D15_D1.mzXML|Levon_D19_D1.mzXML	2	38	2	3	702.211	1	702.211	4.60036e+06
