ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=12&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	716.872	0.9149355168535043	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML	2	12	-1	6	395.218	1	395.218	2.19487e+06
 	GROUP-1	GROUP-1	G1	1	2	0	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	702.0135	0.5604999999999905	N/A	N/A	BG-1X-P1-A9.mzXML	1	13	-1	2	408.295	1	408.295	974599
 	 	 	G2	1	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	638.757	0.7694097923547639	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML	3	15	4	7	445.118	1	445.118	8.17354e+06
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	315.99233333333336	0.914884449291573	N/A	N/A	BG-1X-P1-A9.mzXML	1	16	-1	3	453.057	1	453.057	7.60582e+06
 	GROUP-1	GROUP-1	G1,G2	1	3	17	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone	0.735195	7.58406	0.00402832	275.7072	1.846517441022423	CC(=O)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2	CCMSLIB00000079205	BG-1X-P1-A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML|Ketocon_D11_A9.mzXML	4	17	3	20	531.152	1	531.152	2.74418e+08
 	 	 	G2	0	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	819.3025	2.505277130378985	N/A	N/A	Ketocon_D8_A9.mzXML	1	18	-1	8	531.405	1	531.405	4.68731e+06
 	GROUP-1	GROUP-1	G1,G2	1	4	9	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	275.45346153846157	1.0905748389220924	N/A	N/A	BG-1X-P1-A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML|Ketocon_D11_A9.mzXML	4	19	3	13	533.147	1	533.147	1.03042e+08
 	 	 	G2	1	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	277.89166666666665	0.07564977785089068	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML	3	20	3	3	533.153	1	533.153	1.32597e+07
 	GROUP-1	GROUP-1	G1,G2	0	33	148	0	0	0	0	33	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	691.6907237569061	43.3394395282152	N/A	N/A	BG-1X-P1-A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML|Ketocon_D11_A9.mzXML	4	21	1	181	536.16	1	536.16	3.24465e+08
 	GROUP-1	GROUP-1	G1,G2	0	4	6	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	795.0251	91.73992043974093	N/A	N/A	BG-1X-P1-A9.mzXML|Ketocon_D8_A9.mzXML|Ketocon_D11_A9.mzXML	3	22	1	10	537.388	1	537.388	1.22191e+07
 	 	 	G2	0	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	873.6478571428571	1.4939905745133302	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D8_A9.mzXML	2	23	1	7	537.393	1	537.393	1.40259e+07
 	GROUP-1	GROUP-1	G1,G2	0	24	152	0	0	0	0	24	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	759.1656022727273	18.763436227044302	N/A	N/A	BG-1X-P1-A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML|Ketocon_D11_A9.mzXML	4	24	1	176	610.182	1	610.182	9.2157e+08
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	744.8865000000001	4.4915000000000305	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML	2	25	1	2	610.183	1	610.183	9.30586e+06
 	 	 	G2	0	0	27	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	762.3958888888889	6.061152551034635	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML	2	27	1	27	612.182	1	612.182	1.13853e+08
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	691.2856666666667	19.773684729401804	N/A	N/A	Ketocon_D8_A9.mzXML	1	28	5	9	616.475	1	616.475	4.43704e+06
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	713.138	13.962672272885294	N/A	N/A	Ketocon_D8_A9.mzXML	1	29	5	4	616.475	1	616.475	2.95521e+06
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	765.6709999999999	0.4960430088880004	N/A	N/A	Ketocon_D8_A9.mzXML|Ketocon_D15_A9.mzXML	2	30	1	3	628.192	1	628.192	5.4065e+06
 	 	 	G2	1	0	21	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	790.1094761904762	9.53955404577649	N/A	N/A	Ketocon_D8_A9.mzXML	1	31	5	21	630.491	1	630.491	1.93171e+07
 	 	 	G2	0	0	34	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	775.2534705882352	7.761261594821599	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML	3	32	-1	34	663.451	1	663.451	3.12111e+07
 	 	 	G2	0	0	49	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	826.725306122449	15.85832791222313	N/A	N/A	Ketocon_D11_A9.mzXML	1	33	1	49	684.2	1	684.2	7.51213e+07
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	827.5715	0.5604999999999905	N/A	N/A	Ketocon_D11_A9.mzXML	1	34	1	2	686.199	1	686.199	1.44442e+06
 	 	 	G2	0	0	11	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=a21071e73b9a4d81af35b42cbf6775bd&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a21071e73b9a4d81af35b42cbf6775bd&show=true	N/A	N/A	N/A	N/A	829.7994545454545	1.2388310739370694	N/A	N/A	Ketocon_D11_A9.mzXML|Ketocon_D15_A9.mzXML|Ketocon_D8_A9.mzXML	3	35	1	11	702.21	1	702.21	1.25235e+07
