ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=12&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	799.4665	0.5605000000000473	N/A	N/A	Dolas_D10_D9.mzXML	1	12	1	2	521.116	1	521.116	1.24085e+06
 	GROUP-1	GROUP-1	G1,G2	0	32	45	0	0	0	0	32	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	702.3773636363636	42.88222023258079	N/A	N/A	BG-1X-P1-D9.mzXML|Dolas_D10_D9.mzXML	2	13	1	77	536.153	1	536.153	8.03501e+07
 	GROUP-1	GROUP-1	G1	0	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=14&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	677.502	2.3025708820070188	N/A	N/A	BG-1X-P1-D9.mzXML	1	14	1	3	537.377	1	537.377	2.16887e+06
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	710.3833333333333	0.914884449291573	N/A	N/A	Dolas_D10_D9.mzXML	1	15	1	3	554.174	1	554.174	6.75179e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	794.9839999999999	0.5600000000000023	N/A	N/A	Dolas_D10_D9.mzXML	1	16	1	2	568.189	1	568.189	855433
 	GROUP-1	GROUP-1	G1	0	21	0	0	0	0	0	21	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	777.7593333333333	10.427226962475876	N/A	N/A	BG-1X-P1-D9.mzXML	1	17	1	21	610.164	1	610.164	3.92476e+07
 	GROUP-1	GROUP-1	G1	0	7	0	0	0	0	0	7	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	776.799	6.040344928656221	N/A	N/A	BG-1X-P1-D9.mzXML	1	18	1	7	610.164	1	610.164	1.82018e+07
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	765.5174999999999	1.2533161013886107	N/A	N/A	Dolas_D10_D9.mzXML	1	19	1	4	628.193	1	628.193	1.18524e+07
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	829.5001666666667	1.9198173885960093	N/A	N/A	Dolas_D10_D9.mzXML	1	21	1	6	702.211	1	702.211	1.09094e+07
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	829.722	0.5600000000000023	N/A	N/A	Dolas_D10_D9.mzXML	1	22	1	2	704.21	1	704.21	2.26537e+06
 	 	 	G2	0	0	51	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	796.5889803921568	20.032117895813514	N/A	N/A	Dolas_D10_D9.mzXML	1	23	1	51	758.219	1	758.219	4.17992e+07
 	 	 	G2	0	0	14	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	838.424	4.551278156424048	N/A	N/A	Dolas_D10_D9.mzXML	1	24	1	14	850.248	1	850.248	3.98209e+07
 	 	 	G2	0	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2539cef73e59458bbc1a22d4e09a5cb8&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=2539cef73e59458bbc1a22d4e09a5cb8&show=true	N/A	N/A	N/A	N/A	838.1251111111111	2.8933767832545416	N/A	N/A	Dolas_D10_D9.mzXML	1	25	1	9	852.247	1	852.247	1.49212e+07
