ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=12&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	702.474	0.9286563770667009	N/A	N/A	BG-1X-P1-G1.mzXML	1	12	-1	3	408.295	1	408.295	1.32114e+06
 	 	 	G2	1	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	415.7226	0.709453479799774	N/A	N/A	Clofaz_D16_G1.mzXML|Clofaz_D15_G1.mzXML|Clofaz_D8_G1.mzXML	3	13	6	5	418.242	1	418.242	3.73677e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=14&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	641.2014999999999	0.5604999999999905	N/A	N/A	Clofaz_D16_G1.mzXML	1	14	-1	2	431.254	1	431.254	743293
 	 	 	G2	1	0	10	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	459.8052	0.8567488313385694	N/A	N/A	Clofaz_D16_G1.mzXML|Clofaz_D9_G1.mzXML|Clofaz_D15_G1.mzXML|Clofaz_D8_G1.mzXML	4	15	6	10	432.257	1	432.257	1.16009e+07
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	639.49	0.021714050750623794	N/A	N/A	Clofaz_D10_G1.mzXML|Clofaz_D16_G1.mzXML|Clofaz_D9_G1.mzXML|Clofaz_D8_G1.mzXML	4	16	4	4	445.118	1	445.118	3.57882e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	509.305	0.5600000000000023	N/A	N/A	Clofaz_D16_G1.mzXML	1	17	6	2	446.273	1	446.273	1.77215e+06
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	316.0056666666666	0.914884449291573	N/A	N/A	BG-1X-P1-G1.mzXML	1	18	-1	3	453.056	1	453.056	7.07263e+06
 	 	 	G2	0	0	15	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	820.1222666666667	1.4901892258665925	N/A	N/A	Clofaz_D10_G1.mzXML|Clofaz_D13_G1.mzXML|Clofaz_D15_G1.mzXML|Clofaz_D16_G1.mzXML	4	21	3	15	531.405	1	531.405	7.16384e+06
 	 	 	G2	1	0	11	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	872.5928181818182	1.5414421711313517	N/A	N/A	Clofaz_D10_G1.mzXML|Clofaz_D9_G1.mzXML|Clofaz_D15_G1.mzXML|Clofaz_D8_G1.mzXML	4	22	2	11	534.368	1	534.368	7.6987e+06
 	GROUP-1	GROUP-1	G1,G2	0	28	122	0	0	0	0	28	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	691.3563	16.304290437284703	N/A	N/A	Clofaz_D9_G1.mzXML|Clofaz_D13_G1.mzXML|BG-1X-P1-G1.mzXML|Clofaz_D15_G1.mzXML|Clofaz_D16_G1.mzXML	5	23	2	150	536.156	1	536.156	1.17114e+08
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	663.5991666666666	6.469280985721823	N/A	N/A	Clofaz_D13_G1.mzXML|Clofaz_D9_G1.mzXML|Clofaz_D15_G1.mzXML	3	24	2	6	536.163	1	536.163	1.93586e+06
 	GROUP-1	GROUP-1	G1	0	5	0	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	688.4654	3.654935873582494	N/A	N/A	BG-1X-P1-G1.mzXML	1	25	2	5	537.377	1	537.377	3.93347e+06
 	 	 	G2	1	0	24	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	820.6966666666667	2.2430526384569767	N/A	N/A	Clofaz_D10_G1.mzXML|Clofaz_D13_G1.mzXML|Clofaz_D15_G1.mzXML|Clofaz_D16_G1.mzXML	4	27	3	24	576.463	1	576.463	9.47508e+06
 	 	 	G2	1	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	853.505	2.9413229449801688	N/A	N/A	Clofaz_D13_G1.mzXML	1	28	-1	3	582.59	1	582.59	1.31491e+06
 	GROUP-1	GROUP-1	G1,G2	0	23	31	0	0	0	0	23	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=29&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	769.4491481481482	14.25219351461564	N/A	N/A	BG-1X-P1-G1.mzXML|Clofaz_D15_G1.mzXML	2	29	2	54	610.171	1	610.171	7.85148e+07
 	GROUP-1	GROUP-1	G1	0	5	0	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	782.1492	6.055181695044318	N/A	N/A	BG-1X-P1-G1.mzXML	1	30	2	5	610.164	1	610.164	1.10008e+07
 	 	 	G2	0	0	11	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	766.0695454545455	0.8645270239886221	N/A	N/A	Clofaz_D10_G1.mzXML|Clofaz_D16_G1.mzXML|Clofaz_D9_G1.mzXML|Clofaz_D8_G1.mzXML	4	32	2	11	628.192	1	628.192	1.04171e+07
 	 	 	G2	0	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	830.0942	0.837388416447233	N/A	N/A	Clofaz_D10_G1.mzXML|Clofaz_D8_G1.mzXML	2	35	2	5	702.21	1	702.21	3.80992e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	768.9459999999999	1.6809999999999832	N/A	N/A	Clofaz_D16_G1.mzXML	1	36	-1	2	708.508	1	708.508	800118
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	781.0226666666667	0.8917190638810333	N/A	N/A	Clofaz_D13_G1.mzXML|Clofaz_D9_G1.mzXML	2	37	2	3	776.228	1	776.228	1.33851e+06
 	 	 	G2	0	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=2259fee8c35243518d279d6f5d8afff9&view=cluster_details&protein=39&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=2259fee8c35243518d279d6f5d8afff9&show=true	N/A	N/A	N/A	N/A	741.4648571428571	2.241428589638548	N/A	N/A	Clofaz_D8_G1.mzXML	1	39	-1	7	914.428	1	914.428	2.30393e+07
