ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	1	0	16	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=13&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	651.98175	74.79012118630709	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML|Hydro_D15_A5.mzXML	4	13	6	16	371.1	1	371.1	2.22945e+07
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=15&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	716.8655	0.8029674650943273	N/A	N/A	Hydro_D18_A5.mzXML|Hydro_D15_A5.mzXML	2	15	-1	4	395.218	1	395.218	1.78342e+06
 	GROUP-1	GROUP-1	G1	1	5	0	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=16&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	706.85	5.818652318191903	N/A	N/A	BG-1X-P1-A5.mzXML	1	16	-1	5	408.296	1	408.296	3.57546e+06
 	 	 	G2	1	0	5	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=17&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	416.14979999999997	0.5530581886203493	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D15_A5.mzXML	3	17	1	5	418.242	1	418.242	3.08644e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	641.896	0.21199999999998909	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML	2	18	-1	2	431.254	1	431.254	1.03032e+06
 	 	 	G2	1	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	460.10042857142855	0.6759705946991671	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D15_A5.mzXML	3	19	1	7	432.258	1	432.258	9.14528e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	461.3325	0.030499999999989313	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D15_A5.mzXML	2	20	1	2	432.258	1	432.258	971586
 	 	 	G2	1	0	10	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	639.3415	0.7387093136004208	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML|Hydro_D15_A5.mzXML	4	21	6	10	445.119	1	445.119	1.58614e+07
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	315.88166666666666	0.914884449291573	N/A	N/A	BG-1X-P1-A5.mzXML	1	23	-1	3	453.057	1	453.057	8.68809e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	760.3305	0.5604999999999905	N/A	N/A	Hydro_D7_A5.mzXML	1	25	-1	2	467.348	1	467.348	1.82862e+06
 	GROUP-1	GROUP-1	G1,G2	0	21	185	0	0	0	0	21	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	683.79363592233	40.7600619709085	N/A	N/A	Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML|BG-1X-P1-A5.mzXML|Hydro_D15_A5.mzXML	4	26	4	206	536.163	1	536.163	3.81911e+08
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	698.2860000000001	0.5469999999999686	N/A	N/A	Hydro_D18_A5.mzXML|Hydro_D15_A5.mzXML	2	27	4	2	536.164	1	536.164	6.6501e+06
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=28&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	867.1146666666667	1.0537758564113695	N/A	N/A	Hydro_D8_A5.mzXML	1	28	4	3	537.393	1	537.393	4.26049e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	710.932	0.5600000000000023	N/A	N/A	Hydro_D18_A5.mzXML	1	30	4	2	554.174	1	554.174	3.22461e+06
 	 	 	G2	0	0	107	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	758.2739626168225	13.600748079291797	N/A	N/A	Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML|Hydro_D15_A5.mzXML	3	31	4	107	610.183	1	610.183	4.98188e+08
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	751.3165	4.4160386377385885	N/A	N/A	Hydro_D18_A5.mzXML|Hydro_D15_A5.mzXML	2	32	4	4	610.183	1	610.183	1.6571e+07
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	761.9214999999999	2.2655000000000314	N/A	N/A	Hydro_D8_A5.mzXML|Hydro_D15_A5.mzXML	2	33	4	2	612.182	1	612.182	5.6388e+06
 	 	 	G2	1	0	75	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	720.50396	20.413071993824612	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML	3	34	1	75	616.476	1	616.476	7.66925e+07
 	 	 	G2	0	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=35&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	765.6117777777778	0.7213668781137038	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML|Hydro_D15_A5.mzXML	4	35	4	9	628.193	1	628.193	2.29946e+07
 	 	 	G2	1	0	94	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	794.7983936170212	15.000797508741233	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML	3	36	1	94	630.492	1	630.492	1.29915e+08
 	 	 	G2	0	0	30	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	771.9550666666667	7.959119565769963	N/A	N/A	Hydro_D18_A5.mzXML|Hydro_D15_A5.mzXML	2	37	-1	30	663.451	1	663.451	2.62137e+07
 	 	 	G2	0	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=38&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	829.7326666666667	1.0131517381145185	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D18_A5.mzXML|Hydro_D8_A5.mzXML|Hydro_D15_A5.mzXML	4	38	4	9	702.211	1	702.211	1.21727e+07
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=df8c4d6dd4324e06b918057ad576ec69&view=cluster_details&protein=39&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=df8c4d6dd4324e06b918057ad576ec69&show=true	N/A	N/A	N/A	N/A	828.4605	0.33550000000002456	N/A	N/A	Hydro_D7_A5.mzXML|Hydro_D8_A5.mzXML	2	39	4	2	702.211	1	702.211	3.93232e+06
