ATTRIBUTE_SAMPLE	ATTRIBUTE_STANDARD	AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	GNPSGROUP:GROUP-1	GNPSGROUP:GROUP-2	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	MZErrorPPM	MassDiff	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=18&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	716.1855	1.2526453009531415	N/A	N/A	Dulox_D7_F1.mzXML	1	18	-1	4	395.218	1	395.218	1.91132e+06
 	GROUP-1	GROUP-1	G1	1	4	0	0	0	0	0	4	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=19&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	705.4269999999999	5.475624393619417	N/A	N/A	BG-1X-P1-F1.mzXML	1	19	-1	4	408.295	1	408.295	1.57347e+06
 	 	 	G2	1	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=20&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	415.82983333333334	0.7595383283430932	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	20	1	6	418.242	1	418.242	4.58752e+06
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=21&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	362.1065	0.5604999999999905	N/A	N/A	Dulox_D7_F1.mzXML	1	21	-1	2	427.183	1	427.183	3.21366e+06
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=22&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	641.4625	0.3365742860053516	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	22	-1	4	431.254	1	431.254	1.99317e+06
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=23&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	460.3178888888889	0.835707078459714	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	23	1	9	432.258	1	432.258	1.2629e+07
 	 	 	G2	1	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=24&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	639.526111111111	0.7838230305431717	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	24	5	9	445.119	1	445.119	1.46199e+07
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=25&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	509.49225	0.47914318058384725	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	25	1	4	446.273	1	446.273	3.22471e+06
 	GROUP-1	GROUP-1	G1	1	3	0	0	0	0	0	3	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=26&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	315.91366666666664	0.914884449291573	N/A	N/A	BG-1X-P1-F1.mzXML	1	26	-1	3	453.056	1	453.056	7.16455e+06
 	 	 	G2	0	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=27&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	759.936	0.48716937506374886	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML	2	27	-1	4	467.348	1	467.348	3.8968e+06
 	GROUP-1	GROUP-1	G1,G2	0	22	85	0	0	0	0	22	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=30&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	684.9567943925233	21.03379916876036	N/A	N/A	BG-1X-P1-F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	30	3	107	536.159	1	536.159	1.42933e+08
 	GROUP-1	GROUP-1	G1	0	5	0	0	0	0	0	5	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=31&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	702.6700000000001	12.138774649856554	N/A	N/A	BG-1X-P1-F1.mzXML	1	31	3	5	537.377	1	537.377	4.0007e+06
 	 	 	G2	0	0	3	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=32&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	710.3546666666667	0.914884449291573	N/A	N/A	Dulox_D7_F1.mzXML	1	32	3	3	554.174	1	554.174	6.71539e+06
 	 	 	G2	0	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=33&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	794.782	0.39400000000000546	N/A	N/A	Dulox_D7_F1.mzXML	1	33	3	2	568.188	1	568.188	1.05018e+06
 	 	 	G2	1	0	4	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=34&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	666.57	4.393089231964183	N/A	N/A	Dulox_D7_F1.mzXML	1	34	1	4	576.408	1	576.408	1.85768e+06
 	GROUP-1	GROUP-1	G1,G2	0	19	16	0	0	0	0	19	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=36&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	771.8184571428571	10.903983794513831	N/A	N/A	BG-1X-P1-F1.mzXML|Dulox_D16_F1.mzXML	2	36	3	35	610.171	1	610.171	6.22791e+07
 	GROUP-1	GROUP-1	G1,G2	0	2	4	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=37&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	768.2305	9.539237159402898	N/A	N/A	BG-1X-P1-F1.mzXML|Dulox_D16_F1.mzXML	2	37	3	6	610.175	1	610.175	1.43605e+07
 	 	 	G2	1	0	65	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=38&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	720.0030461538462	21.53776754835795	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D16_F1.mzXML	2	38	1	65	616.476	1	616.476	5.08065e+07
 	 	 	G2	0	0	8	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=39&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	765.560125	0.9845626487811718	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML|Dulox_D16_F1.mzXML	3	39	3	8	628.193	1	628.193	2.45532e+07
 	 	 	G2	1	0	53	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=40&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	789.5007924528302	11.945227839046666	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D16_F1.mzXML	2	40	1	53	630.492	1	630.492	5.82328e+07
 	 	 	G2	1	0	2	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=41&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	779.434	1.1200000000000045	N/A	N/A	Dulox_D8_F1.mzXML	1	41	1	2	630.492	1	630.492	4.02775e+06
 	GROUP-1	GROUP-1	G1	0	2	0	0	0	0	0	2	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=43&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	780.3915	0.5604999999999905	N/A	N/A	BG-1X-P1-F1.mzXML	1	43	-1	2	663.431	1	663.431	1.53429e+06
 	 	 	G2	0	0	6	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=44&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	829.667	1.072960235361338	N/A	N/A	Dulox_D8_F1.mzXML|Dulox_D7_F1.mzXML	2	44	3	6	702.211	1	702.211	9.94049e+06
 	 	 	G2	0	0	9	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=45&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	794.8632222222222	11.888883526478569	N/A	N/A	Dulox_D7_F1.mzXML	1	45	3	9	758.218	1	758.218	5.19732e+06
 	 	 	G2	0	0	7	0	0	0	0	0	0	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=f8fc9e3ba49b47f7abe2a5c7e14736f4&view=cluster_details&protein=46&show=true	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=f8fc9e3ba49b47f7abe2a5c7e14736f4&show=true	N/A	N/A	N/A	N/A	779.49	2.241142884461263	N/A	N/A	Dulox_D7_F1.mzXML	1	46	3	7	776.23	1	776.23	7.77352e+06
