gene,coverage,RPKM,subject
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413725
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413726
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413727
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413728
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413729
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413730
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413731
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413732
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413733
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413734
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413735
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413736
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413737
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413738
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413739
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413740
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413741
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413742
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413743
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413744
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413745
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413746
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413747
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413748
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413749
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413750
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413751
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413752
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413753
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413754
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413755
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413756
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413757
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413759
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413760
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413761
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413762
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413763
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413764
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413765
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413766
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413767
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413769
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413770
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413771
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413772
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-diseased-SRR413773
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413556
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413557
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413558
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413559
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413560
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413561
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413562
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413563
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413564
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413565
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413566
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413575
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413576
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413577
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413578
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413579
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413580
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413581
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413582
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413583
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413584
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413585
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413586
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413587
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413588
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413589
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413590
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413592
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413593
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413594
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413595
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413596
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413597
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413598
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413599
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413600
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413601
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413602
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413603
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413604
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.254510921177588,0.0438350232469689,diabetes-stage2-healthy-SRR413605
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413606
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413607
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413608
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413609
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413610
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413611
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413612
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0.0845204178537512,0.0207698962649542,diabetes-stage2-healthy-SRR413613
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413614
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413616
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413617
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413618
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413619
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413620
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413621
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413622
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413623
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413624
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413625
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413627
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413628
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413629
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413630
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413635
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413636
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413637
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413638
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413639
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413640
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413641
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413642
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413643
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413644
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413645
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413646
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413647
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413648
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413649
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413650
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413651
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413652
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413653
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413654
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413655
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413656
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413657
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413658
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413659
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413660
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413661
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413662
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413663
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413664
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413665
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413666
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,diabetes-stage2-healthy-SRR413667
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30365
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30366
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30372
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30373
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30374
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30380
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30381
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30382
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30388
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30389
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30395
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30401
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30402
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30408
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30409
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30414
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30415
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30460
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30461
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30462
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30463
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30464
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30465
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30467
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30468
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30469
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30470
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30471
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30472
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30473
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30474
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30475
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30476
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30477
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30478
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30479
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30480
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30481
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30482
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30483
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30484
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30485
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30486
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30487
20a-HSDH-CLOSCI_00901_Clostridium-scindens-ATCC-35704,0,0,fijicomp-Stool-G30488
